,loop,date,time,spd,lat,lon,mx,my,mz,mdir,th_des,th_err,dist,st,st_fin,col,waypoint
330,330,12.7.2023, 012:17:00.00,3.09,37.439632,24.94578,9.97,48.81,62.81,11.54,315.22,-56.33,3.21,48,48,0,0
334,334,12.7.2023, 012:17:01.00,3.09,37.439636,24.945786,-4.66,52.47,58.11,354.93,302.2,-52.73,3.11,54,54,0,0
338,338,12.7.2023, 012:17:02.00,3.22,37.439644,24.945789,-21.72,46.38,58.11,334.9,290.7,-44.21,3.11,60,60,0,0
340,340,12.7.2023, 012:17:03.00,3.11,37.439651,24.945786,-35.13,37.84,58.11,317.13,270.0,-47.13,2.71,54,54,0,0
344,344,12.7.2023, 012:17:04.00,3.74,37.439659,24.94578,-44.88,23.22,56.93,297.36,260.47,-36.89,2.39,66,66,0,0
347,347,12.7.2023, 012:17:05.00,3.87,37.439663,24.945768,-43.66,9.81,59.29,282.67,226.63,-56.04,1.66,48,48,0,1
351,351,12.7.2023, 012:17:08.00,4.3,37.439663,24.945732,-33.91,-20.66,58.11,238.65,252.96,14.31,35.69,102,102,0,1
355,355,12.7.2023, 012:17:09.00,4.28,37.439655,24.945719,-41.22,-13.34,58.11,252.06,253.58,1.52,34.32,96,96,0,1
359,359,12.7.2023, 012:17:10.00,4.59,37.439651,24.945705,-42.44,-10.91,56.93,255.59,253.31,-2.28,33.05,90,90,0,1
361,361,12.7.2023, 012:17:11.00,4.65,37.439648,24.945692,-43.66,-13.34,56.93,253.0,254.0,0.99,31.79,90,90,0,1
365,365,12.7.2023, 012:17:12.00,4.5,37.439644,24.945679,-43.66,-10.91,60.46,255.97,253.71,-2.26,30.52,90,90,0,1
368,368,12.7.2023, 012:17:13.00,4.69,37.43964,24.945665,-47.31,-10.91,56.93,257.02,253.85,-3.17,29.4,90,90,0,1
372,372,12.7.2023, 012:17:14.00,4.67,37.439636,24.94565,-42.44,-7.25,59.29,260.31,253.45,-6.86,27.99,90,90,0,1
376,376,12.7.2023, 012:17:15.00,4.57,37.439636,24.945637,-41.22,-9.69,56.93,256.77,252.72,-4.06,26.84,90,90,0,1
380,380,12.7.2023, 012:17:16.00,4.57,37.439632,24.945623,-42.44,-10.91,56.93,255.59,253.95,-1.64,25.47,90,90,0,1
382,382,12.7.2023, 012:17:17.00,4.67,37.439629,24.94561,-43.66,-8.47,59.29,259.02,254.46,-4.56,24.2,90,90,0,1
386,386,12.7.2023, 012:17:18.00,4.63,37.439625,24.945595,-43.66,-10.91,54.58,255.97,254.01,-1.97,22.79,90,90,0,1
389,389,12.7.2023, 012:17:19.00,4.54,37.439621,24.945581,-42.44,-6.03,58.11,261.91,255.07,-6.84,21.53,90,90,0,1
393,393,12.7.2023, 012:17:20.00,4.67,37.439621,24.945568,-47.31,-8.47,56.93,259.85,253.79,-6.06,20.52,90,90,0,1
396,396,12.7.2023, 012:17:21.00,4.69,37.439617,24.945553,-41.22,-12.13,59.29,253.61,252.66,-0.95,19.11,90,90,0,1
400,400,12.7.2023, 012:17:22.00,4.56,37.439613,24.945539,-44.88,-12.13,56.93,254.88,252.67,-2.21,17.85,90,90,0,1
402,402,12.7.2023, 012:17:23.00,4.69,37.43961,24.945526,-43.66,-8.47,60.46,259.02,252.68,-6.34,16.58,90,90,0,1
406,406,12.7.2023, 012:17:24.00,4.82,37.439606,24.945511,-44.88,-8.47,56.93,259.31,253.9,-5.41,15.17,90,90,0,1
410,410,12.7.2023, 012:17:25.00,3.82,37.439602,24.945499,-44.88,-9.69,56.93,257.82,75.86,178.04,23.32,150,150,0,0
414,414,12.7.2023, 012:17:26.00,2.93,37.439602,24.94549,-40.0,17.13,60.46,293.18,75.86,142.68,24.05,150,150,0,0
418,418,12.7.2023, 012:17:27.00,2.37,37.439602,24.945482,-26.59,35.41,60.46,323.09,253.15,-69.94,12.5,36,36,0,1
422,422,12.7.2023, 012:17:28.00,1.57,37.439606,24.945477,-37.56,31.75,59.29,310.21,249.97,-60.24,12.33,48,48,0,1
424,424,12.7.2023, 012:17:29.00,2.67,37.439606,24.945471,-42.44,2.5,56.93,273.37,249.22,-24.16,11.91,78,78,0,1
427,427,12.7.2023, 012:17:30.00,3.94,37.439606,24.945459,-41.22,-12.13,56.93,253.61,247.23,-6.38,10.94,90,90,0,1
431,431,12.7.2023, 012:17:31.00,4.32,37.439602,24.945446,-42.44,-10.91,58.11,255.59,246.52,-9.06,9.53,90,90,0,1
435,435,12.7.2023, 012:17:32.00,4.63,37.439598,24.945433,-38.78,-13.34,61.64,251.01,246.82,-4.19,8.28,90,90,0,1
438,438,12.7.2023, 012:17:33.00,4.46,37.439594,24.945421,-40.0,-12.13,59.29,253.14,245.39,-7.74,7.3,90,90,0,1
442,442,12.7.2023, 012:17:34.00,4.63,37.43959,24.945408,-46.09,-12.13,54.58,255.26,247.23,-8.04,6.04,90,90,0,1
446,446,12.7.2023, 012:17:35.00,4.56,37.439587,24.945395,-43.66,-12.13,53.41,254.48,245.78,-8.7,4.8,90,90,0,1
450,450,12.7.2023, 012:17:36.00,4.69,37.439583,24.945379,-40.0,-14.56,59.29,250.0,242.06,-7.93,3.44,90,90,0,1
454,454,12.7.2023, 012:17:37.00,4.63,37.439575,24.945366,-42.44,-10.91,58.11,255.59,245.39,-10.19,2.01,90,90,0,0
458,458,12.7.2023, 012:17:40.00,3.82,37.439564,24.945328,-32.69,-20.66,53.41,237.71,75.05,-162.66,38.96,30,30,0,0
462,462,12.7.2023, 012:17:41.00,2.7,37.43956,24.94532,-8.31,-31.63,54.58,194.73,74.8,-119.92,39.79,30,30,0,0
466,466,12.7.2023, 012:17:42.00,2.5,37.439556,24.945314,18.5,-31.63,54.58,149.67,74.19,-75.48,40.32,30,30,0,0
469,469,12.7.2023, 012:17:43.00,2.32,37.439548,24.945316,40.44,-10.91,56.93,105.09,73.36,-31.74,40.38,66,66,0,0
473,473,12.7.2023, 012:17:44.00,3.17,37.439545,24.945324,46.53,3.72,59.29,85.43,72.52,-12.91,39.77,84,84,0,0
477,477,12.7.2023, 012:17:45.00,3.94,37.439545,24.945335,44.09,4.94,58.11,83.61,71.86,-11.75,38.91,84,84,0,0
481,481,12.7.2023, 012:17:46.00,4.35,37.439541,24.945349,42.88,6.16,59.29,81.83,70.75,-11.08,37.88,84,84,0,0
485,485,12.7.2023, 012:17:47.00,4.3,37.439541,24.945362,41.66,1.28,59.29,88.24,70.41,-17.83,36.74,78,78,0,0
487,487,12.7.2023, 012:17:48.00,4.32,37.439537,24.945375,40.44,7.38,61.64,79.66,68.06,-11.6,35.87,84,84,0,0
490,490,12.7.2023, 012:17:49.00,4.63,37.439537,24.945391,40.44,7.38,61.64,79.66,67.52,-12.15,34.61,84,84,0,0
494,494,12.7.2023, 012:17:50.00,4.37,37.439537,24.945406,42.88,8.59,58.11,78.67,66.33,-12.34,33.35,84,84,0,0
498,498,12.7.2023, 012:17:51.00,4.24,37.439537,24.945419,36.78,9.81,59.29,75.06,65.89,-9.17,32.38,84,84,0,0
502,502,12.7.2023, 012:17:52.00,4.32,37.439537,24.945433,41.66,13.47,60.46,72.08,64.99,-7.09,31.28,90,90,0,0
506,506,12.7.2023, 012:17:53.00,4.56,37.439537,24.945448,44.09,12.25,59.29,74.47,63.9,-10.57,30.05,84,84,0,0
510,510,12.7.2023, 012:17:54.00,4.32,37.439537,24.945461,42.88,12.25,61.64,74.05,62.86,-11.19,28.97,84,84,0,0
514,514,12.7.2023, 012:17:55.00,4.17,37.439537,24.945475,39.22,17.13,62.81,66.41,61.4,-5.01,27.89,90,90,0,0
518,518,12.7.2023, 012:17:56.00,4.63,37.439533,24.945488,42.88,12.25,61.64,74.05,60.18,-13.88,27.01,84,84,0,0
521,521,12.7.2023, 012:17:57.00,4.04,37.439537,24.945501,42.88,15.91,59.29,69.65,59.39,-10.26,25.91,84,84,0,0
525,525,12.7.2023, 012:17:58.00,4.37,37.439537,24.945515,41.66,18.34,60.46,66.23,57.98,-8.25,24.87,84,84,0,0
529,529,12.7.2023, 012:17:59.00,4.35,37.439537,24.94553,42.88,17.13,61.64,68.23,56.26,-11.97,23.72,84,84,0,0
531,531,12.7.2023, 012:18:00.00,4.24,37.439537,24.945543,40.44,17.13,61.64,67.05,54.59,-12.46,22.72,84,84,0,0
534,534,12.7.2023, 012:18:01.00,4.24,37.439537,24.945557,40.44,19.56,60.46,64.18,52.76,-11.42,21.74,84,84,0,0
538,538,12.7.2023, 012:18:02.00,4.28,37.439537,24.94557,38.0,19.56,60.46,62.76,50.77,-11.99,20.78,84,84,0,0
542,542,12.7.2023, 012:18:03.00,4.13,37.439541,24.945583,41.66,23.22,58.11,60.87,50.97,-9.89,19.48,84,84,0,0
546,546,12.7.2023, 012:18:04.00,4.35,37.439545,24.945597,40.44,23.22,62.81,60.14,49.53,-10.61,18.31,84,84,0,0
550,550,12.7.2023, 012:18:05.00,4.22,37.439545,24.945608,40.44,20.78,59.29,62.8,47.3,-15.5,17.51,78,78,0,0
552,552,12.7.2023, 012:18:06.00,4.19,37.439548,24.945621,38.0,28.09,62.81,53.52,45.43,-8.09,16.37,84,84,0,0
555,555,12.7.2023, 012:18:07.00,4.17,37.439552,24.945635,36.78,29.31,61.64,51.45,42.34,-9.11,15.25,84,84,0,0
559,559,12.7.2023, 012:18:08.00,4.19,37.439556,24.945646,35.56,29.31,61.64,50.5,41.72,-8.79,14.36,84,84,0,0
563,563,12.7.2023, 012:18:09.00,4.39,37.43956,24.94566,36.78,30.53,62.81,50.3,38.45,-11.86,13.28,84,84,0,0
567,567,12.7.2023, 012:18:10.00,4.2,37.439564,24.945671,28.25,30.53,61.64,42.78,36.28,-6.5,12.33,84,84,0,0
571,571,12.7.2023, 012:18:11.00,4.17,37.439568,24.945683,33.13,35.41,56.93,43.09,33.7,-9.39,11.41,84,84,0,0
575,575,12.7.2023, 012:18:12.00,4.28,37.439575,24.945694,33.13,36.63,62.81,42.13,32.42,-9.7,9.96,84,84,0,0
579,579,12.7.2023, 012:18:13.00,4.32,37.439579,24.945705,30.69,34.19,63.99,41.91,29.32,-12.59,9.09,78,78,0,0
583,583,12.7.2023, 012:18:14.00,4.0,37.439587,24.945717,27.03,39.06,63.99,34.68,23.59,-11.09,7.94,84,84,0,0
586,586,12.7.2023, 012:18:15.00,4.39,37.439594,24.945726,20.94,40.28,61.64,27.46,21.09,-6.38,6.95,84,84,0,0
590,590,12.7.2023, 012:18:16.00,4.32,37.439602,24.945736,22.16,41.5,58.11,28.1,15.73,-12.36,5.93,78,78,0,0
594,594,12.7.2023, 012:18:17.00,3.89,37.43961,24.945744,17.28,48.81,60.46,19.5,13.04,-6.46,4.68,84,84,0,0
596,596,12.7.2023, 012:18:18.00,4.41,37.439617,24.945753,18.5,45.16,59.29,22.28,2.27,-20.0,3.8,72,72,0,0
599,599,12.7.2023, 012:18:19.00,4.33,37.439625,24.945761,8.75,45.16,61.64,10.97,352.02,-18.94,3.07,72,72,0,0
603,603,12.7.2023, 012:18:20.00,3.48,37.439632,24.945765,1.44,51.25,59.29,1.61,336.58,-25.02,2.45,66,66,0,0
607,607,12.7.2023, 012:18:21.00,4.13,37.439644,24.945766,-11.97,50.03,59.29,346.55,317.19,-29.36,1.3,66,66,0,1
611,611,12.7.2023, 012:18:24.00,3.04,37.439671,24.945757,-38.78,29.31,58.11,307.08,252.52,-54.56,38.05,42,42,0,1
614,614,12.7.2023, 012:18:25.00,2.8,37.439674,24.945751,-40.0,-2.38,58.11,266.6,251.76,-14.84,37.74,78,78,0,1
618,618,12.7.2023, 012:18:26.00,3.61,37.439674,24.94574,-42.44,-14.56,54.58,251.06,250.97,-0.09,36.74,90,90,0,1
621,621,12.7.2023, 012:18:27.00,4.2,37.439671,24.945728,-40.0,-17.0,56.93,246.97,251.28,4.31,35.62,90,90,0,1
624,624,12.7.2023, 012:18:28.00,4.46,37.439667,24.945715,-37.56,-15.78,56.93,247.21,251.02,3.8,34.38,90,90,0,1
628,628,12.7.2023, 012:18:29.00,4.56,37.439663,24.945702,-38.78,-19.44,54.58,243.38,251.27,7.89,33.11,90,90,0,1
632,632,12.7.2023, 012:18:30.00,4.67,37.439655,24.94569,-37.56,-19.44,58.11,242.64,252.6,9.96,31.87,90,90,0,1
636,636,12.7.2023, 012:18:31.00,4.67,37.439651,24.945677,-37.56,-19.44,56.93,242.64,251.93,9.29,30.61,90,90,0,1
638,638,12.7.2023, 012:18:32.00,4.57,37.439644,24.945663,-40.0,-20.66,58.11,242.69,252.97,10.28,29.23,96,96,0,1
641,641,12.7.2023, 012:18:33.00,4.72,37.43964,24.945652,-40.0,-15.78,58.11,248.47,253.17,4.7,28.25,90,90,0,1
645,645,12.7.2023, 012:18:34.00,4.59,37.439632,24.945639,-38.78,-14.56,60.46,249.42,254.36,4.95,26.77,90,90,0,1
649,649,12.7.2023, 012:18:35.00,4.63,37.439629,24.945625,-37.56,-14.56,54.58,248.81,255.28,6.47,25.51,90,90,0,1
653,653,12.7.2023, 012:18:36.00,4.67,37.439621,24.945612,-41.22,-19.44,58.11,244.75,256.74,11.99,24.14,96,96,0,1
657,657,12.7.2023, 012:18:37.00,4.54,37.439617,24.945599,-42.44,-14.56,58.11,251.06,255.59,4.53,22.88,90,90,0,1
659,659,12.7.2023, 012:18:38.00,4.63,37.439613,24.945585,-40.0,-12.13,56.93,253.14,256.35,3.21,21.77,90,90,0,1
662,662,12.7.2023, 012:18:39.00,4.57,37.43961,24.945572,-38.78,-12.13,60.46,252.64,256.07,3.43,20.5,90,90,0,1
666,666,12.7.2023, 012:18:40.00,4.8,37.439602,24.945559,-42.44,-10.91,58.11,255.59,258.52,2.93,19.08,90,90,0,1
670,670,12.7.2023, 012:18:41.00,4.61,37.439598,24.945545,-46.09,-13.34,56.93,253.85,259.54,5.69,17.82,90,90,0,1
674,674,12.7.2023, 012:18:42.00,4.69,37.439594,24.945532,-42.44,-13.34,53.41,252.55,259.43,6.89,16.56,90,90,0,1
678,678,12.7.2023, 012:18:43.00,4.56,37.43959,24.945518,-42.44,-8.47,56.93,258.71,260.79,2.08,15.46,90,90,0,1
680,680,12.7.2023, 012:18:44.00,4.63,37.439587,24.945503,-42.44,-13.34,58.11,252.55,262.2,9.66,14.06,96,96,0,1
684,684,12.7.2023, 012:18:45.00,4.72,37.439583,24.94549,-38.78,-10.91,56.93,254.29,263.16,8.87,12.81,90,90,0,1
688,688,12.7.2023, 012:18:46.00,4.46,37.439579,24.945477,-40.0,-10.91,56.93,254.75,261.52,6.77,11.56,90,90,0,1
692,692,12.7.2023, 012:18:47.00,4.59,37.439575,24.945463,-44.88,-8.47,56.93,259.31,264.71,5.4,10.31,90,90,0,1
696,696,12.7.2023, 012:18:48.00,4.7,37.439571,24.94545,-43.66,-10.91,54.58,255.97,266.4,10.42,9.08,96,96,0,1
700,700,12.7.2023, 012:18:49.00,4.63,37.439568,24.945435,-42.44,-8.47,59.29,258.71,270.0,11.29,7.69,96,96,0,1
702,702,12.7.2023, 012:18:50.00,4.44,37.439568,24.945421,-47.31,-7.25,56.93,261.29,270.0,8.71,6.63,96,96,0,1
705,705,12.7.2023, 012:18:51.00,4.67,37.439564,24.945408,-46.09,-3.59,56.93,265.54,275.99,10.45,5.44,96,96,0,1
709,709,12.7.2023, 012:18:52.00,4.61,37.43956,24.945395,-49.75,-3.59,58.11,265.87,285.1,19.24,4.29,102,102,0,1
713,713,12.7.2023, 012:18:53.00,3.46,37.439556,24.945383,-42.44,-6.03,59.29,261.91,295.63,33.72,3.36,114,114,0,1
717,717,12.7.2023, 012:18:54.00,4.04,37.439552,24.945372,-47.31,3.72,56.93,274.49,312.73,38.23,2.72,120,120,0,1
721,721,12.7.2023, 012:18:55.00,3.91,37.439552,24.945358,-43.66,15.91,59.29,290.02,330.93,40.92,1.85,126,126,0,0
723,723,12.7.2023, 012:18:58.00,3.0,37.439564,24.945328,-13.19,43.94,62.81,343.29,75.05,91.76,38.96,150,150,0,0
726,726,12.7.2023, 012:18:59.00,1.94,37.439568,24.945324,13.63,41.5,62.81,18.18,75.97,57.79,39.16,138,138,0,0
729,729,12.7.2023, 012:19:00.00,2.37,37.439575,24.945324,35.56,31.75,63.99,48.24,77.6,29.36,38.9,114,114,0,0
732,732,12.7.2023, 012:19:01.00,3.06,37.439579,24.94533,41.66,15.91,61.64,69.1,78.28,9.18,38.38,96,96,0,0
735,735,12.7.2023, 012:19:02.00,3.59,37.439583,24.945341,45.31,6.16,59.29,82.26,77.95,-4.31,37.27,90,90,0,0
738,738,12.7.2023, 012:19:03.00,4.02,37.439583,24.945353,45.31,4.94,60.46,83.78,77.66,-6.12,36.38,90,90,0,0
742,742,12.7.2023, 012:19:04.00,4.37,37.439579,24.945366,42.88,-1.16,61.64,91.54,76.94,-14.61,35.29,84,84,0,0
744,744,12.7.2023, 012:19:05.00,4.26,37.439579,24.945379,41.66,-1.16,56.93,91.59,76.79,-14.8,34.11,84,84,0,0
748,748,12.7.2023, 012:19:06.00,4.24,37.439575,24.945393,41.66,6.16,61.64,81.59,75.35,-6.24,33.03,90,90,0,0
752,752,12.7.2023, 012:19:07.00,4.39,37.439571,24.945406,42.88,2.5,60.46,86.66,73.17,-13.49,31.97,84,84,0,0
756,756,12.7.2023, 012:19:08.00,4.41,37.439568,24.945419,44.09,4.94,58.11,83.61,72.27,-11.34,31.18,84,84,0,0
760,760,12.7.2023, 012:19:09.00,4.28,37.439568,24.945433,42.88,4.94,59.29,83.43,71.57,-11.86,30.03,84,84,0,0
764,764,12.7.2023, 012:19:10.00,4.3,37.439564,24.945446,44.09,4.94,59.29,83.61,69.41,-14.2,29.02,78,78,0,0
766,766,12.7.2023, 012:19:11.00,4.35,37.43956,24.945459,36.78,4.94,65.16,82.35,68.18,-14.18,28.02,78,78,0,0
770,770,12.7.2023, 012:19:12.00,4.43,37.43956,24.945473,41.66,11.03,58.11,75.17,67.23,-7.94,26.9,84,84,0,0
774,774,12.7.2023, 012:19:13.00,4.2,37.439556,24.945486,45.31,9.81,58.11,77.78,65.43,-12.35,25.95,84,84,0,0
778,778,12.7.2023, 012:19:14.00,4.41,37.439556,24.945501,42.88,14.69,63.99,71.09,64.28,-6.82,24.85,84,84,0,0
782,782,12.7.2023, 012:19:15.00,4.46,37.439552,24.945515,42.88,11.03,60.46,75.57,61.81,-13.76,23.94,78,78,0,0
786,786,12.7.2023, 012:19:16.00,4.11,37.439552,24.945528,41.66,14.69,59.29,70.58,60.4,-10.18,22.88,84,84,0,0
788,788,12.7.2023, 012:19:17.00,4.28,37.439552,24.945541,44.09,15.91,59.29,70.16,58.85,-11.32,21.83,84,84,0,0
792,792,12.7.2023, 012:19:18.00,4.41,37.439552,24.945557,35.56,18.34,63.99,62.71,56.92,-5.8,20.67,90,90,0,0
796,796,12.7.2023, 012:19:19.00,4.32,37.439552,24.94557,42.88,18.34,59.29,66.84,55.02,-11.82,19.66,84,84,0,0
800,800,12.7.2023, 012:19:20.00,4.28,37.439556,24.945583,39.22,19.56,61.64,63.49,54.6,-8.89,18.57,84,84,0,0
804,804,12.7.2023, 012:19:21.00,4.22,37.439556,24.945597,36.78,20.78,61.64,60.53,52.33,-8.2,17.6,84,84,0,0
808,808,12.7.2023, 012:19:22.00,4.28,37.439556,24.94561,40.44,20.78,60.46,62.8,49.82,-12.98,16.65,78,78,0,0
810,810,12.7.2023, 012:19:23.00,4.41,37.43956,24.945623,38.0,23.22,61.64,58.57,47.51,-11.06,15.49,84,84,0,0
814,814,12.7.2023, 012:19:24.00,4.13,37.439564,24.945637,40.44,31.75,60.46,51.86,45.41,-6.45,14.34,84,84,0,0
818,818,12.7.2023, 012:19:25.00,4.33,37.439564,24.94565,34.34,25.66,63.99,53.24,42.42,-10.82,13.49,84,84,0,0
823,823,12.7.2023, 012:19:26.00,4.13,37.439568,24.945662,36.78,28.09,63.99,52.63,40.57,-12.05,12.6,78,78,0,0
827,827,12.7.2023, 012:19:27.00,4.35,37.439571,24.945675,36.78,30.53,62.81,50.3,37.86,-12.44,11.25,78,78,0,0
830,830,12.7.2023, 012:19:28.00,4.19,37.439575,24.945688,31.91,31.75,63.99,45.14,35.14,-10.0,10.22,84,84,0,0
832,832,12.7.2023, 012:19:29.00,4.09,37.439579,24.9457,34.34,34.19,62.81,45.13,31.79,-13.34,9.32,78,78,0,0
836,836,12.7.2023, 012:19:30.00,4.41,37.439587,24.945711,28.25,36.63,62.81,37.64,27.3,-10.35,8.21,84,84,0,0
840,840,12.7.2023, 012:19:31.00,4.0,37.43959,24.945723,29.47,37.84,61.64,37.91,22.18,-15.73,7.41,78,78,0,0
844,844,12.7.2023, 012:19:32.00,4.11,37.439598,24.945734,24.59,41.5,60.46,30.65,15.65,-15.0,6.34,78,78,0,0
848,848,12.7.2023, 012:19:33.00,4.32,37.439602,24.945744,22.16,43.94,60.46,26.76,10.5,-16.26,5.79,78,78,0,0
852,852,12.7.2023, 012:19:34.00,4.17,37.43961,24.945753,16.06,45.16,61.64,19.58,1.89,-17.69,4.56,72,72,0,0
854,854,12.7.2023, 012:19:35.00,3.96,37.439617,24.945761,8.75,48.81,59.29,10.16,353.21,-16.95,3.82,78,78,0,0
858,858,12.7.2023, 012:19:36.00,3.83,37.439629,24.945766,6.31,50.03,58.11,7.19,339.67,-27.52,2.86,66,66,0,0
862,862,12.7.2023, 012:19:37.00,4.0,37.439636,24.945772,0.22,50.03,62.81,0.25,321.55,-38.7,2.14,54,54,0,1
866,866,12.7.2023, 012:19:40.00,2.78,37.439663,24.94577,-38.78,29.31,58.11,307.08,254.39,-52.69,38.87,42,42,0,1
870,870,12.7.2023, 012:19:41.00,2.56,37.439667,24.945765,-42.44,6.16,59.29,278.25,253.4,-24.86,38.54,66,66,0,1
873,873,12.7.2023, 012:19:42.00,3.46,37.439671,24.945755,-43.66,-10.91,53.41,255.97,252.45,-3.52,37.91,84,84,0,1
875,875,12.7.2023, 012:19:43.00,4.13,37.439667,24.945744,-37.56,-18.22,56.93,244.13,252.24,8.11,36.67,90,90,0,1
879,879,12.7.2023, 012:19:44.00,4.48,37.439659,24.94573,-37.56,-15.78,59.29,247.21,254.07,6.86,35.44,90,90,0,1
883,883,12.7.2023, 012:19:45.00,4.72,37.439655,24.945717,-37.56,-21.88,56.93,239.78,253.51,13.73,34.17,96,96,0,1
887,887,12.7.2023, 012:19:46.00,4.44,37.439648,24.945705,-37.56,-17.0,58.11,245.65,254.26,8.61,32.94,90,90,0,1
891,891,12.7.2023, 012:19:47.00,4.72,37.439644,24.945692,-38.78,-15.78,58.11,247.86,254.66,6.8,31.68,90,90,0,1
894,894,12.7.2023, 012:19:48.00,4.69,37.439636,24.945679,-37.56,-18.22,58.11,244.13,254.75,10.62,30.31,90,90,0,1
896,896,12.7.2023, 012:19:49.00,4.48,37.439632,24.945665,-36.34,-17.0,59.29,244.93,255.64,10.71,29.1,90,90,0,1
900,900,12.7.2023, 012:19:50.00,4.65,37.439625,24.945654,-38.78,-17.0,58.11,246.33,257.0,10.67,27.89,90,90,0,1
904,904,12.7.2023, 012:19:51.00,4.67,37.439621,24.945641,-41.22,-15.78,58.11,249.05,257.61,8.56,26.63,90,90,0,1
908,908,12.7.2023, 012:19:52.00,4.52,37.439617,24.945627,-41.22,-17.0,56.93,247.59,257.44,9.86,25.37,90,90,0,1
911,911,12.7.2023, 012:19:53.00,4.65,37.43961,24.945614,-42.44,-15.78,55.76,249.6,258.59,8.99,24.03,90,90,0,1
915,915,12.7.2023, 012:19:54.00,4.76,37.439606,24.945601,-41.22,-13.34,56.93,252.06,259.47,7.4,22.92,90,90,0,1
917,917,12.7.2023, 012:19:55.00,4.56,37.439602,24.945587,-40.0,-14.56,58.11,250.0,259.87,9.88,21.59,90,90,0,1
921,921,12.7.2023, 012:19:56.00,4.72,37.439598,24.945572,-42.44,-13.34,56.93,252.55,260.79,8.24,20.19,90,90,0,1
925,925,12.7.2023, 012:19:57.00,4.74,37.439594,24.945559,-40.0,-12.13,56.93,253.14,260.77,7.63,18.94,90,90,0,1
929,929,12.7.2023, 012:19:58.00,4.67,37.43959,24.945545,-41.22,-13.34,55.76,252.06,261.97,9.9,17.69,90,90,0,1
933,933,12.7.2023, 012:19:59.00,4.63,37.439583,24.945532,-40.0,-13.34,58.11,251.55,264.67,13.12,16.39,96,96,0,1
936,936,12.7.2023, 012:20:00.00,4.7,37.439579,24.945518,-42.44,-10.91,59.29,255.59,263.6,8.01,15.3,90,90,0,1
938,938,12.7.2023, 012:20:01.00,4.54,37.439575,24.945505,-44.88,-9.69,59.29,257.82,266.13,8.31,14.07,90,90,0,1
942,942,12.7.2023, 012:20:02.00,4.57,37.439571,24.94549,-41.22,-9.69,55.76,256.77,267.42,10.65,12.69,96,96,0,1
945,945,12.7.2023, 012:20:03.00,4.7,37.439568,24.945477,-42.44,-7.25,56.93,260.31,270.0,9.69,11.46,96,96,0,1
949,949,12.7.2023, 012:20:04.00,4.5,37.439568,24.945463,-44.88,-3.59,54.58,265.42,270.0,4.58,10.25,90,90,0,1
953,953,12.7.2023, 012:20:05.00,4.59,37.439564,24.94545,-42.44,-3.59,60.46,265.16,272.4,7.24,9.05,90,90,0,1
958,958,12.7.2023, 012:20:06.00,4.56,37.43956,24.945435,-43.66,-4.81,56.93,263.71,278.43,14.72,7.73,96,96,0,1
960,960,12.7.2023, 012:20:07.00,4.44,37.43956,24.945421,-47.31,-1.16,58.11,268.6,279.75,11.15,6.68,96,96,0,1
964,964,12.7.2023, 012:20:08.00,4.56,37.439556,24.945408,-44.88,0.06,60.46,270.08,287.48,17.4,5.55,102,102,0,1
968,968,12.7.2023, 012:20:09.00,4.35,37.439556,24.945395,-44.88,3.72,59.29,274.74,289.79,15.05,4.37,96,96,0,1
972,972,12.7.2023, 012:20:10.00,4.59,37.439556,24.945379,-46.09,8.59,58.11,280.56,297.94,17.38,3.08,102,102,0,1
976,976,12.7.2023, 012:20:11.00,4.39,37.439556,24.945366,-40.0,11.03,60.46,285.42,315.86,30.44,2.01,114,114,0,0
979,979,12.7.2023, 012:20:14.00,3.3,37.439564,24.945328,-32.69,32.97,56.93,315.25,75.05,119.81,38.96,150,150,0,0
981,981,12.7.2023, 012:20:15.00,2.41,37.439568,24.94532,-5.88,46.38,61.64,352.78,76.13,83.35,39.6,150,150,0,0
985,985,12.7.2023, 012:20:16.00,2.04,37.439571,24.945318,22.16,40.28,63.99,28.81,76.71,47.9,39.57,132,132,0,0
989,989,12.7.2023, 012:20:17.00,2.35,37.439575,24.94532,40.44,22.0,63.99,61.45,77.74,16.29,39.34,102,102,0,0
993,993,12.7.2023, 012:20:18.00,3.35,37.439579,24.94533,41.66,13.47,60.46,72.08,78.28,6.2,38.38,96,96,0,0
997,997,12.7.2023, 012:20:19.00,4.06,37.439579,24.945341,41.66,9.81,61.64,76.75,77.95,1.21,37.34,90,90,0,0
1000,1000,12.7.2023, 012:20:20.00,4.19,37.439579,24.945354,44.09,3.72,61.64,85.18,77.61,-7.57,36.31,90,90,0,0
1002,1002,12.7.2023, 012:20:21.00,4.19,37.439579,24.945368,41.66,1.28,58.11,88.24,76.88,-11.36,35.14,84,84,0,0
1006,1006,12.7.2023, 012:20:22.00,4.46,37.439575,24.945381,40.44,3.72,61.64,84.75,75.8,-8.95,34.06,84,84,0,0
1010,1010,12.7.2023, 012:20:23.00,4.37,37.439571,24.945395,41.66,1.28,59.29,88.24,74.01,-14.23,32.99,84,84,0,0
1013,1013,12.7.2023, 012:20:24.00,4.46,37.439571,24.945408,42.88,3.72,63.99,85.04,73.09,-11.95,31.83,84,84,0,0
1017,1017,12.7.2023, 012:20:25.00,4.39,37.439568,24.945421,45.31,3.72,60.46,85.31,72.1,-13.21,30.89,84,84,0,0
