,loop,date,time,spd,lat,lon,mx,my,mz,mdir,th_des,th_err,dist,st,st_fin,col,waypoint
5196,5196,12.7.2023, 012:40:38.00,2.76,37.439621,24.945761,8.75,48.81,61.64,10.16,353.21,-16.95,3.45,78,78,0,0
5200,5200,12.7.2023, 012:40:39.00,3.0,37.439629,24.945766,9.97,48.81,62.81,11.54,339.67,-31.87,2.86,60,60,0,0
5204,5204,12.7.2023, 012:40:40.00,3.24,37.439632,24.945772,1.44,47.59,63.99,1.73,326.51,-35.22,2.73,60,60,0,0
5208,5208,12.7.2023, 012:40:41.00,3.57,37.43964,24.945776,-10.75,50.03,60.46,347.87,310.02,-37.86,2.14,54,54,0,1
5210,5210,12.7.2023, 012:40:44.00,2.83,37.439667,24.94577,-41.22,25.66,55.76,301.9,253.59,-48.31,38.98,48,48,0,1
5214,5214,12.7.2023, 012:40:45.00,2.74,37.439667,24.945763,-43.66,-1.16,58.11,268.48,253.0,-15.49,38.25,78,78,0,1
5218,5218,12.7.2023, 012:40:46.00,3.52,37.439667,24.945753,-42.44,-13.34,58.11,252.55,252.94,0.39,37.53,90,90,0,1
5222,5222,12.7.2023, 012:40:47.00,4.0,37.439663,24.945742,-36.34,-15.78,56.93,246.53,253.02,6.49,36.41,90,90,0,1
5226,5226,12.7.2023, 012:40:48.00,4.3,37.439659,24.945728,-38.78,-19.44,58.11,243.38,253.93,10.55,35.15,96,96,0,1
5230,5230,12.7.2023, 012:40:49.00,4.24,37.439651,24.945717,-41.22,-23.09,55.76,240.74,253.82,13.08,34.06,96,96,0,1
5233,5233,12.7.2023, 012:40:50.00,4.28,37.439648,24.945705,-40.0,-15.78,58.11,248.47,254.26,5.79,32.94,90,90,0,1
5235,5235,12.7.2023, 012:40:51.00,4.35,37.43964,24.945694,-38.78,-17.0,58.11,246.33,255.39,9.07,31.72,90,90,0,1
5239,5239,12.7.2023, 012:40:52.00,4.37,37.439636,24.945681,-36.34,-20.66,59.29,240.39,254.82,14.43,30.46,96,96,0,1
5244,5244,12.7.2023, 012:40:53.00,4.19,37.439629,24.945669,-38.78,-14.56,56.93,249.42,256.87,7.45,29.3,90,90,0,1
5248,5248,12.7.2023, 012:40:54.00,4.44,37.439625,24.945658,-40.0,-19.44,58.11,244.08,257.51,13.43,28.19,96,96,0,1
5252,5252,12.7.2023, 012:40:55.00,4.33,37.439617,24.945644,-41.22,-15.78,58.11,249.05,257.75,8.7,26.84,90,90,0,1
5256,5256,12.7.2023, 012:40:56.00,4.22,37.439613,24.945633,-40.0,-12.13,59.29,253.14,258.15,5.01,25.88,90,90,0,1
5260,5260,12.7.2023, 012:40:57.00,4.52,37.43961,24.94562,-40.0,-14.56,58.11,250.0,258.43,8.44,24.62,90,90,0,1
5264,5264,12.7.2023, 012:40:58.00,4.44,37.439602,24.945606,-38.78,-17.0,59.29,246.33,260.59,14.26,23.23,96,96,0,1
5268,5268,12.7.2023, 012:40:59.00,4.43,37.439598,24.945595,-41.22,-12.13,58.11,253.61,261.6,7.99,22.13,90,90,0,1
5272,5272,12.7.2023, 012:41:00.00,4.33,37.439594,24.945581,-43.66,-13.34,56.93,253.0,262.15,9.14,20.88,96,96,0,1
5276,5276,12.7.2023, 012:41:01.00,4.32,37.439587,24.94557,-40.0,-14.56,60.46,250.0,264.51,14.51,19.88,96,96,0,1
5280,5280,12.7.2023, 012:41:02.00,4.2,37.439583,24.945557,-44.88,-12.13,58.11,254.88,265.32,10.44,18.64,96,96,0,1
5283,5283,12.7.2023, 012:41:03.00,4.37,37.439579,24.945543,-42.44,-9.69,58.11,257.14,264.37,7.23,17.4,90,90,0,1
5285,5285,12.7.2023, 012:41:04.00,4.39,37.439575,24.94553,-40.0,-12.13,55.76,253.14,266.63,13.5,16.17,96,96,0,1
5289,5289,12.7.2023, 012:41:05.00,4.43,37.439571,24.945517,-40.0,-10.91,60.46,254.75,268.54,13.79,14.94,96,96,0,1
5293,5293,12.7.2023, 012:41:06.00,4.56,37.439568,24.945505,-40.0,-10.91,59.29,254.75,270.0,15.25,14.02,102,102,0,1
5297,5297,12.7.2023, 012:41:07.00,4.24,37.439564,24.945492,-41.22,-9.69,59.29,256.77,271.7,14.92,12.82,102,102,0,1
5300,5300,12.7.2023, 012:41:08.00,4.33,37.43956,24.945478,-43.66,-4.81,56.93,263.71,276.53,12.82,11.63,96,96,0,1
5304,5304,12.7.2023, 012:41:09.00,4.37,37.439556,24.945467,-46.09,-2.38,56.93,267.05,279.2,12.15,10.61,96,96,0,1
5308,5308,12.7.2023, 012:41:10.00,4.2,37.439552,24.945452,-40.0,0.06,61.64,270.09,281.67,11.58,9.32,96,96,0,1
5310,5310,12.7.2023, 012:41:11.00,4.17,37.439548,24.945438,-42.44,2.5,59.29,273.37,284.39,11.02,8.36,96,96,0,1
5314,5314,12.7.2023, 012:41:12.00,4.32,37.439548,24.945427,-47.31,2.5,58.11,273.02,285.0,11.98,7.34,96,96,0,1
5318,5318,12.7.2023, 012:41:13.00,4.17,37.439548,24.945414,-44.88,2.5,59.29,273.19,287.9,14.71,6.18,102,102,0,1
5322,5322,12.7.2023, 012:41:14.00,4.2,37.439548,24.945402,-42.44,4.94,61.64,276.64,291.48,14.85,5.18,102,102,0,1
5326,5326,12.7.2023, 012:41:15.00,4.19,37.439548,24.945389,-44.88,8.59,59.29,280.84,296.74,15.9,4.22,102,102,0,1
5329,5329,12.7.2023, 012:41:16.00,2.52,37.439545,24.945379,-44.88,11.03,59.29,283.81,310.75,26.94,3.66,114,114,0,1
5333,5333,12.7.2023, 012:41:17.00,2.59,37.439545,24.945372,-40.0,18.34,60.46,294.64,319.61,24.98,3.21,108,108,0,1
5335,5335,12.7.2023, 012:41:18.00,2.44,37.439548,24.945364,-30.25,34.19,62.81,318.5,324.18,5.68,2.42,90,90,0,1
5339,5339,12.7.2023, 012:41:19.00,3.11,37.439552,24.945358,-24.16,39.06,62.81,328.27,330.93,2.67,1.85,90,90,0,0
5343,5343,12.7.2023, 012:41:22.00,3.28,37.439575,24.945339,-16.84,41.5,61.64,337.91,77.15,99.24,37.57,150,150,0,0
5347,5347,12.7.2023, 012:41:23.00,2.11,37.439579,24.945333,11.19,41.5,62.81,15.09,77.91,62.83,38.08,144,144,0,0
5351,5351,12.7.2023, 012:41:24.00,1.98,37.439583,24.945335,36.78,30.53,61.64,50.3,77.86,27.56,37.86,114,114,0,0
5355,5355,12.7.2023, 012:41:25.00,2.96,37.439587,24.945341,42.88,17.13,60.46,68.23,78.24,10.01,37.19,102,102,0,0
5359,5359,12.7.2023, 012:41:26.00,3.69,37.43959,24.945353,41.66,8.59,60.46,78.34,78.83,0.49,36.23,90,90,0,0
5361,5361,12.7.2023, 012:41:27.00,4.04,37.43959,24.945364,44.09,4.94,59.29,83.61,78.5,-5.11,35.19,90,90,0,0
5365,5365,12.7.2023, 012:41:28.00,4.19,37.43959,24.945377,44.09,4.94,60.46,83.61,77.78,-5.83,34.01,90,90,0,0
5370,5370,12.7.2023, 012:41:29.00,4.17,37.439587,24.945391,46.53,0.06,61.64,89.92,76.69,-13.23,32.91,84,84,0,0
5374,5374,12.7.2023, 012:41:30.00,4.19,37.439583,24.945404,44.09,1.28,58.11,88.34,75.93,-12.41,31.97,84,84,0,0
5378,5378,12.7.2023, 012:41:31.00,4.39,37.439583,24.945415,41.66,2.5,61.64,86.57,75.45,-11.11,30.95,84,84,0,0
5382,5382,12.7.2023, 012:41:32.00,4.09,37.439579,24.945429,44.09,6.16,60.46,82.05,74.87,-7.18,29.88,90,90,0,0
5385,5385,12.7.2023, 012:41:33.00,4.17,37.439575,24.94544,38.0,1.28,62.81,88.07,72.88,-15.19,28.97,84,84,0,0
5387,5387,12.7.2023, 012:41:34.00,4.2,37.439575,24.945454,44.09,4.94,60.46,83.61,72.52,-11.09,27.82,84,84,0,0
5391,5391,12.7.2023, 012:41:35.00,4.06,37.439571,24.945467,46.53,0.06,61.64,89.92,70.32,-19.61,26.93,78,78,0,0
5395,5395,12.7.2023, 012:41:36.00,4.26,37.439568,24.94548,44.09,3.72,62.81,85.18,68.25,-16.93,26.06,78,78,0,0
5399,5399,12.7.2023, 012:41:37.00,4.06,37.439568,24.945492,44.09,6.16,58.11,82.05,67.36,-14.69,25.08,84,84,0,0
5403,5403,12.7.2023, 012:41:38.00,4.06,37.439564,24.945505,41.66,11.03,62.81,75.17,65.43,-9.74,24.12,84,84,0,0
5407,5407,12.7.2023, 012:41:39.00,4.15,37.43956,24.945518,39.22,7.38,62.81,79.35,62.93,-16.42,23.19,78,78,0,0
5411,5411,12.7.2023, 012:41:40.00,4.07,37.43956,24.94553,45.31,8.59,60.46,79.26,62.31,-16.95,22.39,78,78,0,0
5413,5413,12.7.2023, 012:41:41.00,4.07,37.439556,24.945543,44.09,11.03,59.29,75.95,59.93,-16.02,21.51,78,78,0,0
5417,5417,12.7.2023, 012:41:42.00,4.06,37.439556,24.945557,44.09,9.81,61.64,77.45,58.25,-19.21,20.47,78,78,0,0
5421,5421,12.7.2023, 012:41:43.00,4.13,37.439552,24.94557,40.44,12.25,62.81,73.15,55.02,-18.13,19.66,78,78,0,0
5424,5424,12.7.2023, 012:41:44.00,3.98,37.439552,24.945581,40.44,17.13,62.81,67.05,53.47,-13.58,18.91,84,84,0,0
5428,5428,12.7.2023, 012:41:45.00,4.17,37.439552,24.945595,40.44,17.13,60.46,67.05,51.2,-15.84,17.95,78,78,0,0
5431,5431,12.7.2023, 012:41:46.00,4.02,37.439552,24.945608,39.22,14.69,61.64,69.47,48.69,-20.77,17.01,72,72,0,0
5435,5435,12.7.2023, 012:41:47.00,4.04,37.439552,24.945621,40.44,19.56,62.81,64.18,45.43,-18.75,16.11,78,78,0,0
5437,5437,12.7.2023, 012:41:48.00,4.06,37.439552,24.945633,40.44,24.44,61.64,58.85,42.74,-16.11,15.36,78,78,0,0
5441,5441,12.7.2023, 012:41:49.00,4.04,37.439552,24.945646,38.0,26.88,61.64,54.73,40.26,-14.47,14.64,78,78,0,0
5445,5445,12.7.2023, 012:41:50.00,3.94,37.439556,24.94566,36.78,29.31,60.46,51.45,37.47,-13.97,13.58,78,78,0,0
5449,5449,12.7.2023, 012:41:51.00,3.98,37.43956,24.945671,35.56,26.88,63.99,52.92,35.27,-17.65,12.64,78,78,0,0
5453,5453,12.7.2023, 012:41:52.00,3.93,37.43956,24.945683,34.34,30.53,60.46,48.36,31.23,-17.13,12.05,78,78,0,0
5457,5457,12.7.2023, 012:41:53.00,3.85,37.439564,24.945696,35.56,28.09,63.99,51.69,27.23,-24.46,11.19,72,72,0,0
5461,5461,12.7.2023, 012:41:54.00,3.83,37.439568,24.945707,34.34,34.19,60.46,45.13,23.97,-21.16,10.39,72,72,0,0
5463,5463,12.7.2023, 012:41:55.00,3.94,37.439571,24.945719,28.25,36.63,60.46,37.64,19.16,-18.49,9.29,78,78,0,0
5467,5467,12.7.2023, 012:41:56.00,3.85,37.439579,24.945728,27.03,40.28,65.16,33.86,16.83,-17.03,8.33,78,78,0,0
5471,5471,12.7.2023, 012:41:57.00,3.65,37.439583,24.945738,24.59,41.5,60.46,30.65,10.71,-19.95,7.74,72,72,0,0
5475,5475,12.7.2023, 012:41:58.00,3.94,37.43959,24.945747,18.5,47.59,60.46,21.24,4.91,-16.34,6.86,78,78,0,0
5479,5479,12.7.2023, 012:41:59.00,3.83,37.439598,24.945755,13.63,43.94,62.81,17.23,0.0,-17.23,6.08,78,78,0,0
5483,5483,12.7.2023, 012:42:00.00,3.87,37.439606,24.945761,7.53,48.81,65.16,8.77,354.96,-13.81,4.96,78,78,0,0
5487,5487,12.7.2023, 012:42:01.00,3.89,37.439613,24.945765,5.09,51.25,60.46,5.68,348.3,-17.38,4.27,78,78,0,0
5489,5489,12.7.2023, 012:42:02.00,3.59,37.439625,24.945766,-8.31,48.81,60.46,350.34,341.9,-8.44,3.22,84,84,0,0
5493,5493,12.7.2023, 012:42:03.00,3.54,37.439632,24.945765,-19.28,42.72,60.46,335.71,336.58,0.88,2.45,90,90,0,0
5497,5497,12.7.2023, 012:42:04.00,3.72,37.43964,24.945763,-19.28,43.94,61.64,336.31,335.6,-0.71,1.29,90,90,0,1
5500,5500,12.7.2023, 012:42:07.00,3.0,37.439667,24.945744,-40.0,29.31,59.29,306.23,252.24,-53.99,36.67,42,42,0,1
5504,5504,12.7.2023, 012:42:08.00,2.7,37.439671,24.945738,-46.09,-1.16,55.76,268.56,251.45,-17.11,36.48,72,72,0,1
5508,5508,12.7.2023, 012:42:09.00,3.43,37.439667,24.945726,-36.34,-15.78,55.76,246.53,251.79,5.26,35.23,90,90,0,1
5512,5512,12.7.2023, 012:42:10.00,4.0,37.439663,24.945715,-36.34,-20.66,59.29,240.39,251.92,11.53,34.26,96,96,0,1
5514,5514,12.7.2023, 012:42:11.00,4.22,37.439659,24.945704,-35.13,-20.66,58.11,239.54,252.6,13.06,33.13,96,96,0,1
5518,5518,12.7.2023, 012:42:12.00,4.46,37.439651,24.945692,-37.56,-19.44,59.29,242.64,253.01,10.37,31.9,96,96,0,1
5522,5522,12.7.2023, 012:42:13.00,4.39,37.439648,24.945681,-36.34,-21.88,56.93,238.96,253.11,14.16,30.78,96,96,0,1
5526,5526,12.7.2023, 012:42:14.00,4.39,37.43964,24.945667,-38.78,-20.66,55.76,241.96,253.93,11.97,29.55,96,96,0,1
5530,5530,12.7.2023, 012:42:15.00,4.3,37.439632,24.945656,-38.78,-17.0,60.46,246.33,255.56,9.23,28.22,90,90,0,1
5533,5533,12.7.2023, 012:42:16.00,4.41,37.439629,24.945644,-38.78,-18.22,59.29,244.84,255.78,10.95,27.11,96,96,0,1
5537,5537,12.7.2023, 012:42:17.00,4.43,37.439621,24.945633,-38.78,-19.44,59.29,243.38,257.32,13.95,26.05,96,96,0,1
5539,5539,12.7.2023, 012:42:18.00,4.41,37.439617,24.94562,-40.0,-15.78,58.11,248.47,256.71,8.24,24.78,90,90,0,1
5543,5543,12.7.2023, 012:42:19.00,4.44,37.43961,24.945606,-38.78,-18.22,58.11,244.84,257.84,13.01,23.44,96,96,0,1
5547,5547,12.7.2023, 012:42:20.00,4.41,37.439606,24.945595,-40.0,-14.56,59.29,250.0,259.18,9.19,22.33,96,96,0,1
5551,5551,12.7.2023, 012:42:21.00,4.52,37.439602,24.945581,-40.0,-15.78,58.11,248.47,260.09,11.62,21.0,96,96,0,1
5555,5555,12.7.2023, 012:42:22.00,4.26,37.439598,24.945568,-38.78,-15.78,58.11,247.86,260.65,12.79,19.89,96,96,0,1
5559,5559,12.7.2023, 012:42:23.00,4.43,37.43959,24.945557,-40.0,-13.34,58.11,251.55,262.42,10.87,18.73,96,96,0,1
5563,5563,12.7.2023, 012:42:24.00,4.33,37.439587,24.945543,-38.78,-10.91,59.29,254.29,263.75,9.46,17.49,96,96,0,1
5565,5565,12.7.2023, 012:42:25.00,4.32,37.439583,24.945532,-37.56,-12.13,59.29,252.11,264.67,12.56,16.39,96,96,0,1
5569,5569,12.7.2023, 012:42:26.00,4.39,37.439579,24.945518,-43.66,-9.69,61.64,257.49,263.6,6.11,15.3,90,90,0,1
5574,5574,12.7.2023, 012:42:27.00,4.52,37.439575,24.945505,-42.44,-6.03,60.46,261.91,266.13,4.22,14.07,90,90,0,1
5578,5578,12.7.2023, 012:42:28.00,4.37,37.439571,24.945492,-43.66,-7.25,59.29,260.57,267.45,6.88,12.84,90,90,0,1
5582,5582,12.7.2023, 012:42:29.00,4.41,37.439568,24.945478,-44.88,-8.47,58.11,259.31,270.94,11.62,11.61,96,96,0,1
5586,5586,12.7.2023, 012:42:30.00,4.32,37.439564,24.945467,-46.09,-9.69,55.76,258.13,273.09,14.96,10.56,102,102,0,1
5589,5589,12.7.2023, 012:42:31.00,4.3,37.439564,24.945454,-41.22,-7.25,58.11,260.02,272.29,12.27,9.51,96,96,0,1
5591,5591,12.7.2023, 012:42:32.00,4.3,37.43956,24.94544,-44.88,-1.16,59.29,268.52,279.11,10.58,8.33,96,96,0,1
5595,5595,12.7.2023, 012:42:33.00,4.46,37.439556,24.945427,-41.22,-2.38,58.11,266.7,282.1,15.4,7.18,102,102,0,1
5599,5599,12.7.2023, 012:42:34.00,4.33,37.439552,24.945414,-43.66,-2.38,59.29,266.89,287.9,21.01,6.07,108,108,0,1
5603,5603,12.7.2023, 012:42:35.00,4.19,37.439552,24.945402,-46.09,3.72,60.46,274.61,291.48,16.87,5.06,102,102,0,1
5607,5607,12.7.2023, 012:42:36.00,3.06,37.439548,24.945391,-41.22,4.94,62.81,276.83,295.85,19.02,4.36,102,102,0,1
5611,5611,12.7.2023, 012:42:37.00,3.72,37.439548,24.945381,-43.66,7.38,59.29,279.59,302.2,22.61,3.56,108,108,0,1
5614,5614,12.7.2023, 012:42:38.00,3.72,37.439548,24.94537,-41.22,14.69,59.29,289.61,316.82,27.21,2.73,114,114,0,1
5616,5616,12.7.2023, 012:42:39.00,3.93,37.439548,24.945356,-40.0,26.88,60.46,303.9,334.53,30.63,2.1,114,114,0,0
5620,5620,12.7.2023, 012:42:42.00,3.06,37.439568,24.94533,-8.31,45.16,63.99,349.57,75.81,86.24,38.72,150,150,0,0
5624,5624,12.7.2023, 012:42:43.00,1.91,37.439571,24.945326,16.06,41.5,62.81,21.16,76.46,55.3,38.83,138,138,0,0
5628,5628,12.7.2023, 012:42:44.00,2.0,37.439575,24.945328,36.78,29.31,62.81,51.45,77.5,26.05,38.6,114,114,0,0
5632,5632,12.7.2023, 012:42:45.00,3.07,37.439579,24.945335,39.22,15.91,63.99,67.92,77.86,9.94,37.93,102,102,0,0
5636,5636,12.7.2023, 012:42:46.00,3.8,37.439583,24.945345,42.88,8.59,61.64,78.67,77.57,-1.1,36.97,90,90,0,0
5639,5639,12.7.2023, 012:42:47.00,3.96,37.439583,24.945358,42.88,1.28,61.64,88.29,77.45,-10.84,35.79,84,84,0,0
5641,5641,12.7.2023, 012:42:48.00,4.32,37.439579,24.945372,44.09,0.06,59.29,89.92,76.71,-13.21,34.7,84,84,0,0
5645,5645,12.7.2023, 012:42:49.00,4.11,37.439579,24.945385,42.88,1.28,60.46,88.29,76.61,-11.67,33.67,84,84,0,0
5649,5649,12.7.2023, 012:42:50.00,4.3,37.439575,24.945398,42.88,0.06,58.11,89.92,75.15,-14.77,32.6,84,84,0,0
5653,5653,12.7.2023, 012:42:51.00,4.17,37.439571,24.945412,44.09,0.06,61.64,89.92,72.93,-16.99,31.54,78,78,0,0
5657,5657,12.7.2023, 012:42:52.00,4.26,37.439568,24.945423,45.31,6.16,62.81,82.26,72.02,-10.25,30.75,84,84,0,0
5661,5661,12.7.2023, 012:42:53.00,4.13,37.439568,24.945436,39.22,4.94,59.29,82.82,71.39,-11.44,29.75,84,84,0,0
5665,5665,12.7.2023, 012:42:54.00,4.13,37.439564,24.94545,46.53,6.16,61.64,82.46,69.55,-12.91,28.73,84,84,0,0
5667,5667,12.7.2023, 012:42:55.00,4.32,37.43956,24.945463,40.44,8.59,62.81,78.0,67.95,-10.05,27.74,84,84,0,0
5671,5671,12.7.2023, 012:42:56.00,4.19,37.43956,24.945477,41.66,4.94,60.46,83.24,66.6,-16.64,26.63,78,78,0,0
5675,5675,12.7.2023, 012:42:57.00,4.17,37.439556,24.945488,42.88,7.38,59.29,80.24,64.91,-15.33,25.81,84,84,0,0
5679,5679,12.7.2023, 012:42:58.00,3.98,37.439556,24.945501,40.44,7.38,60.46,79.66,64.28,-15.39,24.85,78,78,0,0

