loop,date,time,spd,lat,lon,mx,my,mz,mdir,th_des,th_err,dist,st,st_fin,col,waypoint
1128,1128,12.7.2023, 011:46:53.00,3.32,37.438938,24.945696,3.88,47.59,63.99,4.65,350.37,-14.29,75.87,78,78,1500,0
1132,1132,12.7.2023, 011:46:54.00,3.24,37.438946,24.9457,-1.0,53.69,59.29,358.93,349.98,-8.95,75.2,78,77,1496,0
1136,1136,12.7.2023, 011:46:55.00,3.67,37.438953,24.945702,-2.22,48.81,62.81,357.4,349.69,-7.71,74.11,78,78,1500,0
1140,1140,12.7.2023, 011:46:56.00,3.59,37.438961,24.945702,-8.31,50.03,60.46,350.57,349.58,-0.99,73.36,84,84,1500,0
1143,1143,12.7.2023, 011:46:57.00,3.48,37.438972,24.9457,-11.97,46.38,58.11,345.53,349.56,4.03,72.21,90,99,1580,0
1147,1147,12.7.2023, 011:46:58.00,3.28,37.43898,24.945698,-21.72,48.81,58.11,336.01,349.57,13.56,71.44,96,104,1572,0
1149,1149,12.7.2023, 011:46:59.00,3.24,37.438988,24.945692,-21.72,36.63,59.29,329.33,349.83,20.5,70.21,102,110,1568,0
1153,1153,12.7.2023, 011:47:00.00,2.91,37.438992,24.945686,-8.31,47.59,63.99,350.09,350.2,0.1,69.76,90,71,1348,0
1157,1157,12.7.2023, 011:47:01.00,3.35,37.438999,24.945686,-9.53,50.03,56.93,349.21,350.09,0.88,69.01,90,80,1420,0
1161,1161,12.7.2023, 011:47:02.00,3.24,37.439011,24.945686,-21.72,46.38,59.29,334.9,349.92,15.02,67.89,96,150,2000,0
1165,1165,12.7.2023, 011:47:03.00,3.0,37.439014,24.945683,-13.19,48.81,58.11,344.88,350.12,5.24,67.46,90,30,1000,0
1169,1169,12.7.2023, 011:47:04.00,2.54,37.439022,24.945679,-30.25,39.06,60.46,322.25,350.33,28.09,66.26,108,139,1764,0
1173,1173,12.7.2023, 011:47:05.00,2.44,37.439026,24.945675,-26.59,37.84,60.46,324.9,350.56,25.66,65.84,108,150,1976,0
1176,1176,12.7.2023, 011:47:06.00,2.56,37.439034,24.945669,-10.75,46.38,62.81,346.95,350.85,3.9,65.01,90,100,1588,0
1179,1179,12.7.2023, 011:47:07.00,2.91,37.439037,24.945665,-1.0,46.38,61.64,358.76,351.08,-7.68,64.59,84,83,1496,0
1183,1183,12.7.2023, 011:47:08.00,3.43,37.439045,24.945665,-5.88,48.81,60.46,353.14,350.9,-2.24,63.84,84,73,1412,0
1187,1187,12.7.2023, 011:47:09.00,3.52,37.439056,24.945663,-16.84,47.59,58.11,340.51,350.95,10.44,62.29,90,107,1644,0
1189,1189,12.7.2023, 011:47:10.00,3.5,37.439064,24.945658,-15.63,45.16,59.29,340.91,351.25,10.34,61.47,90,90,1500,0
1192,1192,12.7.2023, 011:47:11.00,3.69,37.439072,24.945658,-10.75,51.25,59.29,348.15,351.17,3.02,60.72,90,104,1620,0
1196,1196,12.7.2023, 011:47:12.00,3.69,37.439083,24.945656,-2.22,47.59,65.16,357.33,351.06,-6.27,59.2,84,142,1988,0
1200,1200,12.7.2023, 011:47:13.00,2.74,37.439091,24.945654,20.94,42.72,62.81,26.11,351.12,-34.99,58.43,60,30,1000,0
1204,1204,12.7.2023, 011:47:14.00,2.91,37.439095,24.945658,9.97,51.25,60.46,11.01,350.77,-20.24,58.1,72,87,1628,0
1208,1208,12.7.2023, 011:47:15.00,3.37,37.439102,24.945663,5.09,48.81,61.64,5.96,350.17,-15.78,57.42,72,86,1624,0
1210,1210,12.7.2023, 011:47:16.00,3.33,37.43911,24.945665,5.09,48.81,60.46,5.96,349.74,-16.21,56.73,72,66,1452,0
1213,1213,12.7.2023, 011:47:17.00,2.94,37.439117,24.945671,7.53,54.91,56.93,7.81,349.11,-18.7,55.69,72,84,1604,0
1217,1217,12.7.2023, 011:47:18.00,2.94,37.439125,24.945673,-8.31,48.81,56.93,350.34,348.85,-1.49,54.98,84,84,1500,0
1221,1221,12.7.2023, 011:47:19.00,3.54,37.439133,24.945671,-16.84,52.47,59.29,342.2,348.85,6.65,54.2,90,90,1500,0
1225,1225,12.7.2023, 011:47:20.00,3.63,37.439144,24.945669,-11.97,48.81,58.11,346.22,348.73,2.51,53.05,90,90,1500,0
1229,1229,12.7.2023, 011:47:21.00,3.78,37.439152,24.945667,-14.41,47.59,59.29,343.16,348.69,5.53,51.91,90,77,1396,0
1231,1231,12.7.2023, 011:47:22.00,3.61,37.439159,24.945662,-14.41,42.72,61.64,341.36,349.14,7.78,51.05,90,75,1376,0
1235,1235,12.7.2023, 011:47:23.00,3.72,37.439171,24.94566,-11.97,46.38,61.64,345.53,349.07,3.54,49.9,90,112,1684,0
1239,1239,12.7.2023, 011:47:24.00,3.56,37.439178,24.945656,-9.53,47.59,59.29,348.68,349.2,0.53,49.1,90,90,1500,0
1243,1243,12.7.2023, 011:47:25.00,3.91,37.439186,24.945656,-9.53,52.47,56.93,349.7,349.04,-0.67,47.98,90,90,1500,0
1246,1246,12.7.2023, 011:47:26.00,3.63,37.439198,24.945654,-10.75,48.81,61.64,347.58,348.86,1.28,46.83,90,90,1504,0
1250,1250,12.7.2023, 011:47:27.00,3.48,37.439205,24.94565,-9.53,46.38,58.11,348.39,349.09,0.71,46.03,90,30,1000,0
1252,1252,12.7.2023, 011:47:28.00,2.7,37.439213,24.94565,-5.88,47.59,61.64,352.96,348.82,-4.14,44.91,84,64,1340,0
1256,1256,12.7.2023, 011:47:29.00,3.13,37.43922,24.94565,-16.84,53.69,54.58,342.58,348.63,6.05,44.16,90,71,1348,0
1260,1260,12.7.2023, 011:47:30.00,3.46,37.439228,24.945646,-29.03,39.06,60.46,323.38,349.02,25.64,43.33,108,92,1372,0
1264,1264,12.7.2023, 011:47:31.00,3.37,37.439236,24.945641,-31.47,37.84,58.11,320.25,349.42,29.16,42.5,108,96,1404,0
1268,1268,12.7.2023, 011:47:32.00,3.96,37.43924,24.945631,-33.91,34.19,59.29,315.24,350.53,35.3,41.97,114,90,1300,0
1272,1272,12.7.2023, 011:47:33.00,3.85,37.439247,24.945621,-31.47,36.63,60.46,319.33,351.27,31.94,40.72,114,54,1000,0
1276,1276,12.7.2023, 011:47:34.00,3.39,37.439255,24.945616,-36.34,31.75,59.29,311.14,352.04,40.9,39.89,120,150,1996,0
1280,1280,12.7.2023, 011:47:35.00,3.06,37.439259,24.945606,-26.59,39.06,63.99,325.75,353.0,27.25,39.41,108,82,1284,0
1284,1284,12.7.2023, 011:47:36.00,3.54,37.439262,24.945599,-30.25,36.63,59.29,320.45,354.0,33.56,38.95,114,93,1328,0
1288,1288,12.7.2023, 011:47:37.00,3.85,37.43927,24.945589,-33.91,39.06,59.29,319.04,355.03,35.99,38.12,120,150,2004,0
1291,1291,12.7.2023, 011:47:38.00,3.74,37.439278,24.945581,-30.25,34.19,61.64,318.5,356.04,37.54,36.92,120,120,1504,0
1293,1293,12.7.2023, 011:47:39.00,3.52,37.439281,24.945572,-22.94,39.06,59.29,329.58,357.2,27.62,36.5,108,107,1496,0
1297,1297,12.7.2023, 011:47:40.00,3.69,37.439289,24.945566,-14.41,45.16,60.46,342.31,358.08,15.77,35.72,102,102,1500,0
1301,1301,12.7.2023, 011:47:41.00,3.54,37.439301,24.94556,-11.97,45.16,63.99,345.15,358.74,13.59,34.56,96,83,1396,0
1305,1305,12.7.2023, 011:47:42.00,3.76,37.439308,24.945559,-13.19,50.03,60.46,345.23,358.98,13.75,33.8,96,72,1300,0
1309,1309,12.7.2023, 011:47:43.00,3.74,37.439316,24.945555,-7.09,45.16,61.64,351.07,359.48,8.4,32.66,96,118,1684,0
1313,1313,12.7.2023, 011:47:44.00,3.19,37.439323,24.945555,-1.0,52.47,60.46,358.91,359.46,0.55,31.9,90,106,1636,0
1317,1317,12.7.2023, 011:47:45.00,3.87,37.439335,24.945555,0.22,50.03,62.81,0.25,359.44,-0.81,30.76,90,107,1644,0
1321,1321,12.7.2023, 011:47:46.00,3.35,37.439342,24.945555,11.19,46.38,62.81,13.56,359.42,-14.14,29.62,78,32,1124,0
1325,1325,12.7.2023, 011:47:47.00,3.41,37.43935,24.945559,0.22,51.25,62.81,0.24,358.81,-1.43,28.87,90,90,1500,0
1328,1328,12.7.2023, 011:47:48.00,3.48,37.439362,24.94556,0.22,50.03,60.46,0.25,358.44,-1.81,27.73,90,90,1500,0
1332,1332,12.7.2023, 011:47:49.00,3.63,37.439369,24.945562,-3.44,51.25,60.46,356.16,358.11,1.94,26.98,90,30,1000,0
1334,1334,12.7.2023, 011:47:50.00,3.46,37.439377,24.945562,-18.06,41.5,60.46,336.48,357.99,21.51,25.84,108,108,1504,0
1338,1338,12.7.2023, 011:47:51.00,2.93,37.439384,24.945559,-20.5,46.38,58.11,336.15,358.63,22.48,25.07,108,48,1000,0
1342,1342,12.7.2023, 011:47:52.00,2.93,37.439392,24.945555,-35.13,35.41,58.11,315.23,359.29,44.07,24.31,126,126,1500,0
1346,1346,12.7.2023, 011:47:53.00,3.39,37.439396,24.945545,-15.63,39.06,62.81,338.2,1.46,23.26,23.93,108,128,1672,0
1350,1350,12.7.2023, 011:47:54.00,2.94,37.439404,24.945541,-4.66,45.16,61.64,354.11,2.2,8.09,23.18,96,112,1640,0
1354,1354,12.7.2023, 011:47:55.00,3.11,37.439411,24.945539,-1.0,53.69,60.46,358.93,2.74,3.81,22.05,90,55,1212,0
1358,1358,12.7.2023, 011:47:56.00,3.46,37.439419,24.945539,-16.84,43.94,60.46,339.03,2.82,23.79,21.29,108,131,1696,0
1361,1361,12.7.2023, 011:47:57.00,2.82,37.439426,24.945536,-3.44,45.16,61.64,355.65,3.75,8.1,20.55,96,54,1156,0
1365,1365,12.7.2023, 011:47:58.00,2.89,37.439434,24.945536,-10.75,51.25,55.76,348.15,3.86,15.7,19.79,102,42,1000,0
1369,1369,12.7.2023, 011:47:59.00,2.76,37.439438,24.945534,-32.69,35.41,59.29,317.29,4.75,47.47,19.44,132,131,1496,0
1373,1373,12.7.2023, 011:48:00.00,2.93,37.439445,24.94553,-16.84,42.72,61.64,338.48,6.07,27.59,18.33,114,141,1732,0
1375,1375,12.7.2023, 011:48:01.00,3.04,37.439453,24.945524,-5.88,51.25,58.11,353.46,7.78,14.32,17.63,102,102,1500,0
1379,1379,12.7.2023, 011:48:02.00,3.41,37.439461,24.94552,-11.97,46.38,63.99,345.53,9.22,23.7,16.93,108,108,1500,0
1383,1383,12.7.2023, 011:48:03.00,3.26,37.439468,24.945518,-3.44,50.03,60.46,356.07,9.95,13.88,16.2,102,122,1672,0
1387,1387,12.7.2023, 011:48:04.00,3.8,37.43948,24.945517,5.09,47.59,63.99,6.11,12.53,6.43,14.77,96,150,2004,0
1390,1390,12.7.2023, 011:48:05.00,2.98,37.439487,24.945517,20.94,43.94,61.64,25.48,12.87,-12.61,14.03,84,89,1544,0
1394,1394,12.7.2023, 011:48:06.00,3.2,37.439495,24.945518,17.28,48.81,54.58,19.5,12.33,-7.16,13.23,90,34,1036,0
1396,1396,12.7.2023, 011:48:07.00,2.33,37.439499,24.945522,-8.31,53.69,58.11,351.2,11.39,20.19,12.79,108,48,1000,0
1400,1400,12.7.2023, 011:48:08.00,2.24,37.439507,24.945522,-29.03,35.41,60.46,320.65,12.68,52.03,11.68,138,138,1500,0
1404,1404,12.7.2023, 011:48:09.00,2.91,37.43951,24.945518,-8.31,48.81,61.64,350.34,14.58,24.24,11.38,114,114,1500,0
1408,1408,12.7.2023, 011:48:10.00,3.13,37.439518,24.945517,1.44,45.16,61.64,1.82,16.87,15.04,10.73,102,102,1500,0
1412,1412,12.7.2023, 011:48:11.00,3.46,37.439526,24.945517,12.41,50.03,61.64,13.93,18.1,4.18,10.01,96,150,1996,0
1415,1415,12.7.2023, 011:48:12.00,2.67,37.439533,24.945517,29.47,39.06,60.46,37.03,20.33,-16.7,9.29,84,84,1500,0
1417,1417,12.7.2023, 011:48:13.00,2.57,37.439541,24.945522,28.25,43.94,55.76,32.74,18.65,-14.09,8.02,84,94,1588,0
1421,1421,12.7.2023, 011:48:14.00,2.8,37.439545,24.945528,20.94,45.16,60.46,24.88,15.53,-9.35,7.52,90,89,1496,0
1425,1425,12.7.2023, 011:48:15.00,3.67,37.439552,24.945534,19.72,46.38,55.76,23.04,13.28,-9.75,6.67,90,84,1452,0
1429,1429,12.7.2023, 011:48:16.00,3.63,37.43956,24.945541,14.84,48.81,62.81,16.91,8.74,-8.18,5.77,90,90,1500,0
1433,1433,12.7.2023, 011:48:17.00,3.67,37.439568,24.945545,13.63,48.81,60.46,15.6,6.96,-8.63,4.97,90,90,1500,0
1436,1436,12.7.2023, 011:48:18.00,3.83,37.439575,24.945549,16.06,47.59,60.46,18.65,4.54,-14.11,3.81,84,84,1500,0
1438,1438,12.7.2023, 011:48:19.00,3.65,37.439587,24.945555,9.97,50.03,60.46,11.27,353.96,-17.31,2.68,78,78,1500,0
1441,1441,12.7.2023, 011:48:20.00,3.8,37.439594,24.945559,7.53,50.03,59.29,8.56,342.38,-26.18,1.99,72,71,1496,1
1444,1444,12.7.2023, 011:48:23.00,2.96,37.439621,24.945562,6.31,46.38,63.99,7.75,168.07,160.32,124.56,150,150,1500,1
1448,1448,12.7.2023, 011:48:24.00,1.89,37.439625,24.945562,28.25,37.84,59.29,36.74,168.13,131.39,124.93,150,90,1004,1
1452,1452,12.7.2023, 011:48:25.00,2.19,37.439629,24.945564,40.44,17.13,65.16,67.05,168.25,101.2,125.27,150,150,1500,1
1456,1456,12.7.2023, 011:48:26.00,2.17,37.439629,24.94557,40.44,-14.56,59.29,109.81,168.52,58.71,125.15,150,150,1500,1
1458,1458,12.7.2023, 011:48:27.00,2.04,37.439625,24.945574,20.94,-34.06,60.46,148.42,168.58,20.16,124.72,114,114,1500,1
