loop,date,time,spd,lat,lon,mx,my,mz,mdir,th_des,th_err,dist,st,st_fin,col,waypoint
6070,6070,12.7.2023, 010:58:26.00,5.61,37.439613,24.945576,-42.44,-18.22,55.76,246.77,255.26,8.49,20.89,90,90,0,1
6074,6074,12.7.2023, 010:58:27.00,5.37,37.43961,24.94556,-38.78,-10.91,62.81,254.29,255.32,1.03,19.48,90,90,0,1
6077,6077,12.7.2023, 010:58:28.00,5.74,37.439602,24.945543,-37.56,-17.0,59.29,245.65,257.65,12.0,17.75,96,96,0,1
6079,6079,12.7.2023, 010:58:29.00,5.54,37.439598,24.945526,-43.66,-13.34,55.76,253.0,258.47,5.47,16.19,90,90,0,1
6083,6083,12.7.2023, 010:58:30.00,5.5,37.439594,24.945511,-40.0,-12.13,59.29,253.14,258.15,5.01,14.79,90,90,0,1
6087,6087,12.7.2023, 010:58:31.00,5.7,37.43959,24.945494,-42.44,-9.69,58.11,257.14,259.22,2.08,13.23,90,90,0,1
6090,6090,12.7.2023, 010:58:32.00,5.57,37.439583,24.945477,-41.22,-13.34,60.46,252.06,262.45,10.39,11.61,96,96,0,1
6094,6094,12.7.2023, 010:58:33.00,5.63,37.439579,24.945461,-40.0,-10.91,56.93,254.75,260.4,5.65,10.21,90,90,0,1
6098,6098,12.7.2023, 010:58:34.00,5.56,37.439575,24.945444,-41.22,-14.56,56.93,250.54,263.7,13.15,8.67,96,96,0,1
6100,6100,12.7.2023, 010:58:35.00,5.72,37.439568,24.945427,-40.0,-12.13,60.46,253.14,270.0,16.86,7.09,102,102,0,1
6104,6104,12.7.2023, 010:58:36.00,5.5,37.439564,24.94541,-40.0,-10.91,60.46,254.75,273.89,19.15,5.59,102,102,0,1
6108,6108,12.7.2023, 010:58:37.00,5.59,37.43956,24.945395,-41.22,-7.25,56.93,260.02,285.1,25.08,4.29,108,108,0,1
6112,6112,12.7.2023, 010:58:38.00,5.52,37.43956,24.945377,-43.66,3.72,59.29,274.87,292.77,17.9,2.82,102,102,0,1
6116,6116,12.7.2023, 010:58:39.00,4.96,37.439556,24.945362,-43.66,7.38,60.46,279.59,321.55,41.96,1.77,126,126,0,2
6119,6119,12.7.2023, 010:58:42.00,3.82,37.439568,24.94532,-41.22,8.59,56.93,281.78,157.83,-123.95,125.01,30,30,0,2
6121,6121,12.7.2023, 010:58:43.00,2.65,37.439568,24.945311,-26.59,-32.84,56.93,219.0,157.54,-61.45,125.29,36,90,0,2
6125,6125,12.7.2023, 010:58:44.00,1.87,37.439564,24.945307,-20.5,-36.5,58.11,209.32,157.32,-52.0,125.06,42,90,0,2
